messageId,timestamp,author,authorChannelId,isChatOwner,isChatSponsor,isVerified,message
LCC.EhwKGkNJajJ5dGlOMW84REZlb0wxZ0FkNkJzeTRR,2025-09-14 00:59:30.875689+00:00,Coumba la meringuée ,UCwLnMYE4jgLJIDfUBII38qg,False,False,False,🤍🤍🤍🤍🤍
LCC.EhwKGkNJM1hqOW1OMW84REZVRUsxZ0FkX01RYlNR,2025-09-14 00:59:31.998046+00:00,Yohan Morel,UCNwPW9nrjp4w5ZC-7ZD0pfg,False,False,False,:cat-orange-whistling::cat-orange-whistling::cat-orange-whistling::cat-orange-whistling::face-red-droopy-eyes:
LCC.EhwKGkNPS0ZvOW1OMW84REZka0l5d1FkV2hzMlNn,2025-09-14 00:59:32.314802+00:00,Abderahmane,UCrq5GHF6BtMYjkOT-dNTMqg,False,False,False,2-2?
LCC.EhwKGkNQX29xZG1OMW84REZhb0sxZ0FkLVE4NWR3,2025-09-14 00:59:32.425304+00:00,ran10,UCOX7jig9yGVjMiUO9Oe1FMQ,False,False,False,3-1
LCC.EhwKGkNOelF0OW1OMW84REZhSXUxZ0FkSXVBbUdR,2025-09-14 00:59:32.655014+00:00,Gloire Leïvenh BAKEKOLO BIKOUNGOU,UCq3gkICSlkE2A2NaVkHM82Q,False,False,False,le Real Madrid va gagner
LCC.EhwKGkNPSEN3OW1OMW84REZRY0wxZ0FkbFBncWZR,2025-09-14 00:59:32.847152+00:00,Jumsi El rey Jumsi El rey,UCMSbbKeuYa1gxLUpgKdwyEA,False,False,False,égalisation:face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape:
LCC.EhwKGkNOS2V1ZHFOMW84REZRRUgxZ0FkLU5NUHp3,2025-09-14 00:59:34.775251+00:00,Marie jeanne Atuma,UCf-fmH4UtAw750VFJn22Zgg,False,False,False,on va vous battre les nuls
LCC.EhwKGkNOWDZ1dHFOMW84REZhSXUxZ0FkSXVBbUdR,2025-09-14 00:59:34.802725+00:00,Yves Manao,UCu_3z0zZ8XEgzoaWA4jfgAQ,False,False,False,HALA MADRID Y NADA MAS
LCC.EhwKGkNPLV8xZHFOMW84REZkVUoxZ0FkNmhRdnFB,2025-09-14 00:59:35.237604+00:00,Les tueurs 10,UCdxlfCRXYsTm1BExvpRysog,False,False,False,goalllllll mbappe 88'
LCC.EhwKGkNMUDIxdHFOMW84REZiRUgxZ0FkZnAwaGVB,2025-09-14 00:59:35.263599+00:00,Dje_ry8,UCNtHlWtCBDmBqddk-lgl0Hg,False,False,False,2-2
LCC.EhwKGkNMLU1uZHVOMW84REZUc0gxZ0FkTlp3VVV3,2025-09-14 00:59:36.412168+00:00,Faniry Nomena RAVELOSON,UCukMtcht8sWL3nanQuECJIA,False,False,False,Mbappé il est fort quand-même
LCC.EhwKGkNKeWUtTnVOMW84REZkb0YxZ0FkMTRzOUR3,2025-09-14 00:59:37.904301+00:00,lacitémarocain,UCbjvvJecOPZzlGFSnSDlvEw,False,False,False,2-2
LCC.EhwKGkNKcU5vOXlOMW84REZiQUsxZ0FkN3ljeUR3,2025-09-14 00:59:38.606623+00:00,Aurélien 59 39,UCwv60Tt2ZOYLGkfyrAlNqtw,False,False,False,salut ça va yannis ?
LCC.EhwKGkNLYUtqdDJOMW84REZhb0sxZ0FkLVE4NWR3,2025-09-14 00:59:40.359739+00:00,Djamaldin Mohamed,UCiBaxt60gxBP1jAfPkYSmBw,False,False,False,oui remi
LCC.EhwKGkNQdkJ0ZDJOMW84REZjY0sxZ0FkcFUwaG5n,2025-09-14 00:59:41.007923+00:00,Pėpėboomer29,UCxTo6qkGWWgGFbyGtJMxvig,False,True,False,tu pense refaire un live irl au parc ?
LCC.EhwKGkNLRGpqOTZOMW84REZkNHYxZ0FkMFVzYnJR,2025-09-14 00:59:42.485415+00:00,Jeffrey Kasamba,UCUP7erGdjEg87ZcGID9adfA,False,False,False,hi
LCC.EhwKGkNJRDI2TjZOMW84REZaOEsxZ0FkSUY4d3RR,2025-09-14 00:59:43.945083+00:00,Samy Ennesraoui,UCQ4w8ucyFMNFEZt5HZv8V0Q,False,False,False,Tu fais réal om
LCC.EhwKGkNLZUk4ZDZOMW84REZka0l5d1FkV2hzMlNn,2025-09-14 00:59:44.076946+00:00,lacitémarocain,UCbjvvJecOPZzlGFSnSDlvEw,False,False,False,2-2
LCC.EhwKGkNKRGM5dDZOMW84REZiQUsxZ0FkN3ljeUR3,2025-09-14 00:59:44.178566+00:00,Coumba la meringuée ,UCwLnMYE4jgLJIDfUBII38qg,False,False,False,hala Madrid 🌸🤍🤍🤍
LCC.EhwKGkNMWDdtTi1OMW84REZRUXYxZ0Fkay1FcWJR,2025-09-14 00:59:44.736503+00:00,Ouwaiss Benzouina,UCdq9_tNnMlRE-bq-qoKRqaQ,False,False,False,Skot thawa
LCC.EhwKGkNNenZ1dC1OMW84REZlb0wxZ0FkNkJzeTRR,2025-09-14 00:59:45.288760+00:00,Aser Afifi,UCB2P9ab51zMceba6sbsigcA,False,False,False,🤦🤦🤦
LCC.EhwKGkNPU1k5dC1OMW84REZRUXYxZ0Fkay1FcWJR,2025-09-14 00:59:46.260134+00:00,Nadège Moukoko,UCpT9jlsz5VZu1wHpElMGTsA,False,False,False,Yanis tu penses qui va gagner le soulier d'or cette saison ?
LCC.EhwKGkNKalhvT0NOMW84REZYZ3YxZ0FkYlg0NmF3,2025-09-14 00:59:46.957669+00:00,Les tueurs 10,UCdxlfCRXYsTm1BExvpRysog,False,False,False,goalllllll mbappe 88'
LCC.EhwKGkNLenV1T0NOMW84REZkd0kxZ0FkY19BNWZn,2025-09-14 00:59:47.355039+00:00,Luc Mushet,UChW_iGEu0L2R3M7jpBtersA,False,False,False,4-1
LCC.EhwKGkNNN1d3dUNOMW84REZjY0sxZ0FkcFUwaG5n,2025-09-14 00:59:47.515171+00:00,Yves Manao,UCu_3z0zZ8XEgzoaWA4jfgAQ,False,False,False,HALA MADRID Y NADA MAS
LCC.EhwKGkNQUGY5T0NOMW84REZkVUoxZ0FkNmhRdnFB,2025-09-14 00:59:48.334287+00:00,lacitémarocain,UCbjvvJecOPZzlGFSnSDlvEw,False,False,False,2-2
LCC.EhwKGkNKN0VqdUdOMW84REZRRUgxZ0FkLU5NUHp3,2025-09-14 00:59:48.756080+00:00,Badembo Diatta,UCp5JAeiWoIMTQOZSiu328rA,False,False,False,are you pleurer
